1_GOT_RT_First_Click,1_GOT_RT_Last_Click,1_GOT_RT_Page_Submit,1_GOT_RT_Click_Count,1_GOT_Q,1_GOT_Conf_1,1_GOT_ID,1_GOT_Answer,1_loop_number,2_GOT_RT_First_Click,2_GOT_RT_Last_Click,2_GOT_RT_Page_Submit,2_GOT_RT_Click_Count,2_GOT_Q,2_GOT_Conf_1,2_GOT_ID,2_GOT_Answer,2_loop_number,3_GOT_RT_First_Click,3_GOT_RT_Last_Click,3_GOT_RT_Page_Submit,3_GOT_RT_Click_Count,3_GOT_Q,3_GOT_Conf_1,3_GOT_ID,3_GOT_Answer,3_loop_number,4_GOT_RT_First_Click,4_GOT_RT_Last_Click,4_GOT_RT_Page_Submit,4_GOT_RT_Click_Count,4_GOT_Q,4_GOT_Conf_1,4_GOT_ID,4_GOT_Answer,4_loop_number,5_GOT_RT_First_Click,5_GOT_RT_Last_Click,5_GOT_RT_Page_Submit,5_GOT_RT_Click_Count,5_GOT_Q,5_GOT_Conf_1,5_GOT_ID,5_GOT_Answer,5_loop_number,6_GOT_RT_First_Click,6_GOT_RT_Last_Click,6_GOT_RT_Page_Submit,6_GOT_RT_Click_Count,6_GOT_Q,6_GOT_Conf_1,6_GOT_ID,6_GOT_Answer,6_loop_number,7_GOT_RT_First_Click,7_GOT_RT_Last_Click,7_GOT_RT_Page_Submit,7_GOT_RT_Click_Count,7_GOT_Q,7_GOT_Conf_1,7_GOT_ID,7_GOT_Answer,7_loop_number,8_GOT_RT_First_Click,8_GOT_RT_Last_Click,8_GOT_RT_Page_Submit,8_GOT_RT_Click_Count,8_GOT_Q,8_GOT_Conf_1,8_GOT_ID,8_GOT_Answer,8_loop_number,9_GOT_RT_First_Click,9_GOT_RT_Last_Click,9_GOT_RT_Page_Submit,9_GOT_RT_Click_Count,9_GOT_Q,9_GOT_Conf_1,9_GOT_ID,9_GOT_Answer,9_loop_number,10_GOT_RT_First_Click,10_GOT_RT_Last_Click,10_GOT_RT_Page_Submit,10_GOT_RT_Click_Count,10_GOT_Q,10_GOT_Conf_1,10_GOT_ID,10_GOT_Answer,10_loop_number,GOT_Est,GOT_Place
0,0,0,0,0,40,GOT_01,chimpanzee,7,0,0,0.27,0,0,60,GOT_02,confectionary,1,0,0,0,0,0,40,GOT_03,eel,6,0,0,0,0,0,80,GOT_04,golden retriever,8,0,0,0,0,1,70,GOT_05,parking meter,9,0,0,0.256,0,1,80,GOT_06,greenhouse,3,0,0,0,0,1,40,GOT_07,armadillo,10,0,0,0.246,0,1,80,GOT_08,robin,2,0,0,0,0,0,60,GOT_09,mug,4,0,0,0,0,1,90,GOT_10,centipede,5,2,60
0,0,0.254,0,1,5,GOT_01,chimpanzee,7,0,0,0.251,0,1,6,GOT_02,confectionary,2,0,0,0.255,0,1,5,GOT_03,eel,4,0,0,0.256,0,0,6,GOT_04,golden retriever,3,0,0,0.253,0,1,7,GOT_05,parking meter,9,0,0,0.26,0,1,7,GOT_06,greenhouse,6,0,0,0.255,0,1,56,GOT_07,armadillo,1,0,0,0.254,0,1,4,GOT_08,robin,8,0,0,0.249,0,0,34,GOT_09,mug,5,0,0,0.245,0,0,8,GOT_10,centipede,10,0,10
0,0,0,0,0,50,GOT_01,chimpanzee,10,0,0,0.119,0,0,50,GOT_02,confectionary,7,0,0,0.19,0,1,50,GOT_03,eel,9,0,0,0.09,0,1,50,GOT_04,golden retriever,6,0,0,0.139,0,0,50,GOT_05,parking meter,4,0,0,0.135,0,0,50,GOT_06,greenhouse,8,0,0,0.136,0,1,50,GOT_07,armadillo,2,0,0,0.253,0,1,50,GOT_08,robin,1,0,0,0.177,0,0,50,GOT_09,mug,5,0,0,0.141,0,0,50,GOT_10,centipede,3,5,50
0,0,0.2,0,0,23,GOT_01,chimpanzee,4,0,0,0.253,0,1,65,GOT_02,confectionary,1,0,0,0.226,0,1,38,GOT_03,eel,9,0,0,0.233,0,0,32,GOT_04,golden retriever,3,0,0,0.149,0,1,78,GOT_05,parking meter,5,0,0,0.164,0,1,44,GOT_06,greenhouse,6,0,0,0.121,0,1,43,GOT_07,armadillo,7,0,0,0.18,0,1,44,GOT_08,robin,2,0,0,0.168,0,0,32,GOT_09,mug,10,0,0,0.179,0,1,59,GOT_10,centipede,8,3,75
0,0,0.243,0,1,18,GOT_01,chimpanzee,8,0,0,0.243,0,1,16,GOT_02,confectionary,7,0,0,0.228,0,1,43,GOT_03,eel,2,0,0,0.082,0,0,29,GOT_04,golden retriever,10,0,0,0.241,0,1,28,GOT_05,parking meter,6,0,0,0.232,0,1,16,GOT_06,greenhouse,3,0,0,0.231,0,1,34,GOT_07,armadillo,4,0,0,0.25,0,1,32,GOT_08,robin,5,0,0,0.26,0,1,26,GOT_09,mug,1,0,0,0.051,0,1,26,GOT_10,centipede,9,0,40
0,0,0.126,0,0,49,GOT_01,chimpanzee,7,0,0,0.133,0,0,11,GOT_02,confectionary,8,0,0,0,0,0,74,GOT_03,eel,9,0,0,0.121,0,1,63,GOT_04,golden retriever,10,0,0,0.087,0,0,67,GOT_05,parking meter,5,0,0,0.26,0,0,58,GOT_06,greenhouse,4,0,0,0.248,0,0,43,GOT_07,armadillo,3,0,0,0.257,0,1,55,GOT_08,robin,1,0,0,0.264,0,1,64,GOT_09,mug,2,0,0,0.081,0,0,24,GOT_10,centipede,6,1,10
0,0,0.079,0,0,26,GOT_01,chimpanzee,10,0,0,0,0,0,27,GOT_02,confectionary,6,0,0,0.259,0,0,26,GOT_03,eel,5,0,0,0.181,0,1,50,GOT_04,golden retriever,8,0,0,0.259,0,1,61,GOT_05,parking meter,4,0,0,0.261,0,0,22,GOT_06,greenhouse,3,0,0,0.25,0,0,23,GOT_07,armadillo,1,0,0,0.259,0,1,21,GOT_08,robin,2,0,0,0.144,0,0,70,GOT_09,mug,7,0,0,0,0,1,79,GOT_10,centipede,9,2,5
0,0,0,0,1,10,GOT_01,chimpanzee,8,0,0,0.251,0,0,13,GOT_02,confectionary,1,0,0,0,0,1,19,GOT_03,eel,10,0,0,0,0,1,15,GOT_04,golden retriever,2,0,0,0,0,0,25,GOT_05,parking meter,6,0,0,0,0,1,12,GOT_06,greenhouse,5,0,0,0,0,1,12,GOT_07,armadillo,3,0,0,0,0,0,19,GOT_08,robin,7,0,0,0,0,1,9,GOT_09,mug,4,0,0,0,0,1,9,GOT_10,centipede,9,4,50
0,0,0.185,0,0,10,GOT_01,chimpanzee,10,0,0,0.249,0,0,5,GOT_02,confectionary,4,0,0,0.197,0,0,15,GOT_03,eel,9,0,0,0.182,0,0,30,GOT_04,golden retriever,2,0,0,0.191,0,1,40,GOT_05,parking meter,7,0,0,0.163,0,0,30,GOT_06,greenhouse,8,0,0,0.166,0,1,60,GOT_07,armadillo,5,0,0,0.247,0,0,50,GOT_08,robin,3,0,0,0.261,0,0,10,GOT_09,mug,1,0,0,0.249,0,1,50,GOT_10,centipede,6,0,50
0,0,0.253,0,0,2,GOT_01,chimpanzee,1,0,0,0.262,0,1,0,GOT_02,confectionary,8,0,0,0.256,0,0,0,GOT_03,eel,4,0,0,0.259,0,1,0,GOT_04,golden retriever,9,0,0,0.263,0,1,3,GOT_05,parking meter,6,0,0,0.252,0,0,0,GOT_06,greenhouse,3,0,0,0.259,0,0,0,GOT_07,armadillo,10,0,0,0.262,0,0,2,GOT_08,robin,7,0,0,0.255,0,1,0,GOT_09,mug,5,0,0,0.257,0,1,5,GOT_10,centipede,2,3,40
0,0,0.249,0,1,16,GOT_01,chimpanzee,8,0,0,0.259,0,1,26,GOT_02,confectionary,10,0,0,0.266,0,0,44,GOT_03,eel,4,0,0,0.259,0,1,29,GOT_04,golden retriever,2,0,0,0.248,0,1,59,GOT_05,parking meter,6,0,0,0.251,0,1,8,GOT_06,greenhouse,1,0,0,0.256,0,0,28,GOT_07,armadillo,5,0,0,0.262,0,1,87,GOT_08,robin,3,0,0,0.254,0,0,72,GOT_09,mug,9,0,0,0.249,0,1,26,GOT_10,centipede,7,1,60
0,0,0.251,0,0,56,GOT_01,chimpanzee,1,0,0,0.013,0,1,59,GOT_02,confectionary,8,0,0,0.017,0,1,63,GOT_03,eel,4,0,0,0.256,0,0,72,GOT_04,golden retriever,2,0,0,0.249,0,1,71,GOT_05,parking meter,3,0,0,0,0,0,57,GOT_06,greenhouse,7,0,0,0,0,1,67,GOT_07,armadillo,9,0,0,0.015,0,0,59,GOT_08,robin,5,0,0,0,0,0,61,GOT_09,mug,10,0,0,0,0,0,64,GOT_10,centipede,6,4,4
0,0,0,0,1,93,GOT_01,chimpanzee,9,0,0,0.252,0,0,92,GOT_02,confectionary,1,0,0,0.177,0,1,91,GOT_03,eel,10,0,0,0.081,0,0,82,GOT_04,golden retriever,5,0,0,0.255,0,1,94,GOT_05,parking meter,3,0,0,0.065,0,1,92,GOT_06,greenhouse,4,0,0,0.081,0,0,96,GOT_07,armadillo,6,0,0,0.248,0,0,91,GOT_08,robin,8,0,0,0.249,0,0,71,GOT_09,mug,2,0,0,0.061,0,0,96,GOT_10,centipede,7,5,95
0,0,0.073,0,1,22,GOT_01,chimpanzee,7,0,0,0.284,0,0,12,GOT_02,confectionary,2,0,0,0.268,0,1,17,GOT_03,eel,4,0,0,0.299,0,1,16,GOT_04,golden retriever,1,0,0,0.274,0,1,15,GOT_05,parking meter,5,0,0,0.163,0,0,12,GOT_06,greenhouse,10,0,0,0.271,0,1,11,GOT_07,armadillo,3,0,0,0.17,0,0,30,GOT_08,robin,8,0,0,0.194,0,0,15,GOT_09,mug,6,0,0,0.169,0,1,23,GOT_10,centipede,9,0,50
0,0,0.071,0,1,21,GOT_01,chimpanzee,6,0,0,0.265,0,1,22,GOT_02,confectionary,2,0,0,0.091,0,1,50,GOT_03,eel,5,0,0,0.252,0,1,14,GOT_04,golden retriever,4,0,0,0.189,0,1,59,GOT_05,parking meter,7,0,0,0.255,0,1,28,GOT_06,greenhouse,1,0,0,0.186,0,1,72,GOT_07,armadillo,10,0,0,0,0,0,69,GOT_08,robin,3,0,0,0.083,0,1,35,GOT_09,mug,8,0,0,0.221,0,1,51,GOT_10,centipede,9,2,35
0,0,0,0,1,15,GOT_01,chimpanzee,10,0,0,0,0,1,11,GOT_02,confectionary,5,0,0,0.045,0,0,20,GOT_03,eel,9,0,0,0.087,0,0,50,GOT_04,golden retriever,8,0,0,0.005,0,1,20,GOT_05,parking meter,7,0,0,0,0,1,10,GOT_06,greenhouse,3,0,0,0,0,1,19,GOT_07,armadillo,6,0,0,0,0,0,32,GOT_08,robin,2,0,0,0,0,0,12,GOT_09,mug,4,0,0,0.257,0,1,31,GOT_10,centipede,1,0,10
0,0,0.18,0,1,0,GOT_01,chimpanzee,9,0,0,0.254,0,1,25,GOT_02,confectionary,2,0,0,0.18,0,1,1,GOT_03,eel,8,0,0,0.179,0,0,1,GOT_04,golden retriever,6,0,0,0.179,0,1,0,GOT_05,parking meter,7,0,0,0.173,0,1,5,GOT_06,greenhouse,5,0,0,0.175,0,1,2,GOT_07,armadillo,3,0,0,0.257,0,1,2,GOT_08,robin,1,0,0,0.252,0,1,0,GOT_09,mug,4,0,0,0.171,0,1,51,GOT_10,centipede,10,0,40
0,0,0.047,0,0,13,GOT_01,chimpanzee,10,0,0,0.251,0,1,26,GOT_02,confectionary,2,0,0,0.122,0,1,22,GOT_03,eel,6,0,0,0.065,0,0,21,GOT_04,golden retriever,9,0,0,0.251,0,0,13,GOT_05,parking meter,1,0,0,0.249,0,0,6,GOT_06,greenhouse,4,0,0,0.018,0,0,11,GOT_07,armadillo,7,0,0,0.25,0,0,16,GOT_08,robin,3,0,0,0,0,0,23,GOT_09,mug,8,0,0,0.256,0,0,18,GOT_10,centipede,5,0,12
0,0,0.243,0,0,70,GOT_01,chimpanzee,5,0,0,0.242,0,0,71,GOT_02,confectionary,2,0,0,0.255,0,0,65,GOT_03,eel,1,0,0,0.26,0,1,61,GOT_04,golden retriever,4,0,0,0.243,0,0,81,GOT_05,parking meter,3,0,0,0.234,0,1,68,GOT_06,greenhouse,6,0,0,0,0,0,69,GOT_07,armadillo,10,0,0,0,0,0,72,GOT_08,robin,9,0,0,0,0,1,73,GOT_09,mug,8,0,0,0.239,0,1,71,GOT_10,centipede,7,4,80
